BARROW,United States,Northern,2020-08-21,71.29,-156.79,7.0,93,90,4.1
LIUZHOU,China,Northern,2020-08-21,24.31,109.39,26.79,78,100,0.35
HURGHADA,Egypt,Northern,2020-08-21,27.26,33.81,34.0,26,0,7.7
PROGRESO,Mexico,Northern,2020-08-21,21.28,-89.67,32.78,74,75,3.1
SARKAND,Kazakhstan,Northern,2020-08-21,45.41,79.92,17.52,41,10,3.87
JACAREACANGA,Brazil,Southern,2020-08-21,-6.22,-57.75,38.42,21,50,2.16
PETERHEAD,United Kingdom,Northern,2020-08-21,57.51,-1.8,18.33,77,75,5.1
BAC GIANG,Viet Nam,Northern,2020-08-21,21.27,106.2,27.0,83,75,1.0
CANTO DO BURITI,Brazil,Southern,2020-08-21,-8.11,-42.94,38.02,19,23,2.4
ZHANGYE,China,Northern,2020-08-21,38.93,100.45,21.98,48,17,1.1
KJOPSVIK,Norway,Northern,2020-08-21,68.1,16.37,15.0,72,96,3.6
CHIMORE,"Bolivia, Plurinational State of",Southern,2020-08-21,-16.98,-65.13,16.03,52,85,1.91
PAVLODAR,Kazakhstan,Northern,2020-08-21,52.3,76.95,13.0,82,75,2.95
KASTAMONU,Turkey,Northern,2020-08-21,41.5,33.67,15.31,80,37,2.75
YERTARSKIY,Russian Federation,Northern,2020-08-21,56.79,64.3,12.18,96,60,2.04
QUJING,China,Northern,2020-08-21,25.48,103.78,15.64,94,53,1.44
SOVETSKAYA GAVAN,Russian Federation,Northern,2020-08-21,48.97,140.29,17.66,60,0,5.5
LIXOURION,Greece,Northern,2020-08-21,38.2,20.43,29.0,79,20,6.2
LA PRIMAVERA,Colombia,Northern,2020-08-21,5.49,-70.41,24.91,90,87,4.3
BUMBUNA,Sierra Leone,Northern,2020-08-21,9.05,-11.73,25.21,91,35,1.66
ORANJEMUND,Namibia,Southern,2020-08-21,-28.55,16.43,17.17,41,0,6.94
NISHIHARA,Japan,Northern,2020-08-21,26.18,127.76,28.0,88,20,1.5
SAO JOAO DA BARRA,Brazil,Southern,2020-08-21,-21.64,-41.05,22.0,64,90,7.2
LOKOSOVO,Russian Federation,Northern,2020-08-21,61.13,74.82,12.43,97,100,1.75
NEMURO,Japan,Northern,2020-08-21,43.32,145.57,14.84,86,91,3.23
MRAKOVO,Russian Federation,Northern,2020-08-21,52.72,56.62,10.04,94,19,1.92
HELENA,United States,Northern,2020-08-21,46.59,-112.04,22.22,42,1,0.33
CABO SAN LUCAS,Mexico,Northern,2020-08-21,22.89,-109.91,28.33,69,75,3.1
SWANZEY,United States,Northern,2020-08-21,42.87,-72.28,27.78,47,1,3.6
LAGOA,Portugal,Northern,2020-08-21,39.05,-27.98,20.55,62,85,2.09
BURKBURNETT,United States,Northern,2020-08-21,34.1,-98.57,30.0,51,40,3.6
PERVOMAYSKIY,Russian Federation,Northern,2020-08-21,53.25,40.29,14.88,59,0,2.38
MANONO,"Congo, The Democratic Republic of the",Southern,2020-08-21,-7.3,27.42,29.51,32,28,1.0
WHITEHORSE,Canada,Northern,2020-08-21,60.72,-135.05,11.11,93,90,1.5
KOTA BAHRU,Malaysia,Northern,2020-08-21,6.13,102.24,24.0,94,40,2.1
TOGUR,Russian Federation,Northern,2020-08-21,58.36,82.83,10.46,89,96,2.57
DZAOUDZI,Mayotte,Southern,2020-08-21,-12.79,45.27,26.0,65,1,3.1
WATTEGAMA,Sri Lanka,Northern,2020-08-21,6.8,81.48,25.9,79,82,3.77
GENHE,China,Northern,2020-08-21,50.78,121.52,12.52,86,100,1.41
PLETTENBERG BAY,South Africa,Southern,2020-08-21,-34.05,23.37,13.83,84,0,1.73
SEPT-ILES,Canada,Northern,2020-08-21,50.2,-66.38,20.0,39,40,5.1
CAALA,Angola,Southern,2020-08-21,-12.85,15.56,22.26,20,56,1.78
TRINIDAD,"Bolivia, Plurinational State of",Southern,2020-08-21,-14.83,-64.9,14.0,62,90,5.1
COAHUAYANA,Mexico,Northern,2020-08-21,18.73,-103.68,24.0,88,75,1.14
SITKA,United States,Northern,2020-08-21,57.05,-135.33,15.0,82,40,2.09
FOUNTAIN,United States,Northern,2020-08-21,38.68,-104.7,29.44,28,1,7.7
THINADHOO,Maldives,Northern,2020-08-21,0.53,72.93,28.91,74,31,3.89
MARALAL,Kenya,Northern,2020-08-21,1.1,36.7,17.41,77,59,2.37
COMODORO RIVADAVIA,Argentina,Southern,2020-08-21,-45.87,-67.5,19.0,34,0,5.7
MOMBETSU,Japan,Northern,2020-08-21,44.35,143.35,14.4,63,98,2.65
NICOYA,Costa Rica,Northern,2020-08-21,10.15,-85.45,26.0,94,75,1.0
NAKATSU,Japan,Northern,2020-08-21,33.6,131.19,28.0,78,75,3.1
KURILSK,Russian Federation,Northern,2020-08-21,45.23,147.88,12.9,75,37,3.31
AHUIMANU,United States,Northern,2020-08-21,21.44,-157.84,26.0,69,20,2.6
DAFENG,China,Northern,2020-08-21,23.45,108.59,26.11,80,99,0.61
TAKORADI,Ghana,Northern,2020-08-21,4.88,-1.76,24.95,82,73,5.47
KAEO,New Zealand,Southern,2020-08-21,-35.1,173.78,10.56,3,5,2.24
UDACHNYY,Russian Federation,Northern,2020-08-21,66.42,112.4,11.0,57,68,2.0
AGADIR,Morocco,Northern,2020-08-21,30.42,-9.6,27.0,57,0,5.7
MAITUM,Philippines,Northern,2020-08-21,6.04,124.5,25.75,83,47,2.37
CARBALLO,Spain,Northern,2020-08-21,43.21,-8.69,24.0,47,20,4.1
KAA-KHEM,Russian Federation,Northern,2020-08-21,51.68,94.73,14.92,73,5,2.22
BENGKULU,Indonesia,Southern,2020-08-21,-3.8,102.27,24.89,87,62,1.88
SLAVE LAKE,Canada,Northern,2020-08-21,55.28,-114.77,17.0,77,1,4.1
ANTIGONISH,Canada,Northern,2020-08-21,45.62,-62.0,22.78,52,33,4.92
KURAGINO,Russian Federation,Northern,2020-08-21,53.9,92.67,14.37,87,44,0.95
PITIMBU,Brazil,Southern,2020-08-21,-7.47,-34.81,29.0,66,75,7.7
SANTA ISABEL DO RIO NEGRO,Brazil,Southern,2020-08-21,-0.41,-65.02,36.49,32,0,2.77
JINJI,China,Northern,2020-08-21,23.23,110.83,25.68,81,5,0.57
IMBITUBA,Brazil,Southern,2020-08-21,-28.24,-48.67,15.0,44,54,6.7
LEH,India,Northern,2020-08-21,34.17,77.58,16.85,36,23,2.43
SHIRVAN,Azerbaijan,Northern,2020-08-21,39.95,48.9,28.04,44,0,7.4
TEMYASOVO,Russian Federation,Northern,2020-08-21,52.99,58.1,12.0,81,75,4.0
KATSINA,Nigeria,Northern,2020-08-21,12.99,7.6,24.38,77,100,2.57
FINSCHHAFEN,Papua New Guinea,Southern,2020-08-21,-6.6,147.87,25.53,80,52,3.78
BETHEL,United States,Northern,2020-08-21,41.37,-73.41,28.33,61,1,3.1
GRINDAVIK,Iceland,Northern,2020-08-21,63.84,-22.43,16.0,51,0,7.2
MORANT BAY,Jamaica,Northern,2020-08-21,17.88,-76.41,31.0,70,20,9.3
SELKIRK,Canada,Northern,2020-08-21,50.14,-96.88,29.44,65,75,2.6
PONTA DELGADA,Portugal,Northern,2020-08-21,37.73,-25.67,25.0,78,20,2.6
KARLA,Estonia,Northern,2020-08-21,59.37,24.93,23.0,56,26,1.5
MUISNE,Ecuador,Northern,2020-08-21,0.6,-80.03,26.0,83,75,2.6
DWARKA,India,Northern,2020-08-21,22.24,68.97,28.13,86,100,4.92
MAPUTO,Mozambique,Southern,2020-08-21,-25.97,32.59,17.0,82,40,2.6
TAWANG,India,Northern,2020-08-21,27.58,91.87,13.22,76,41,0.65
HUALMAY,Peru,Southern,2020-08-21,-11.1,-77.61,19.1,64,60,3.46
GALLUP,United States,Northern,2020-08-21,35.53,-108.74,28.0,22,1,1.5
MIKHAYLOVSK,Russian Federation,Northern,2020-08-21,45.13,42.03,19.0,77,40,3.0
ZHUMADIAN,China,Northern,2020-08-21,32.98,114.03,21.19,97,100,1.86
ZARICHNE,Ukraine,Northern,2020-08-21,51.81,26.13,21.06,80,39,2.31
HAMMERFEST,Norway,Northern,2020-08-21,70.66,23.68,16.0,72,40,3.6
HUTCHINSON,United States,Northern,2020-08-21,38.06,-97.93,25.0,60,1,4.6
ITAMARACA,Brazil,Southern,2020-08-21,-7.75,-34.83,29.0,66,40,6.7
BATAGAY-ALYTA,Russian Federation,Northern,2020-08-21,67.8,130.41,1.81,91,97,2.52
IGRIM,Russian Federation,Northern,2020-08-21,63.19,64.42,13.77,95,100,3.75
NELSON BAY,Australia,Southern,2020-08-21,-32.72,152.15,13.89,54,40,10.8
SUNDSVALL,Sweden,Northern,2020-08-21,62.39,17.31,20.56,88,100,6.2
BATTICALOA,Sri Lanka,Northern,2020-08-21,7.71,81.69,27.41,80,80,5.07
ALEKSEYEVKA,Russian Federation,Northern,2020-08-21,50.63,38.69,18.3,51,90,3.81
UPERNAVIK,Greenland,Northern,2020-08-21,72.79,-56.15,7.45,67,100,4.57
PANGKALANBUUN,Indonesia,Southern,2020-08-21,-2.68,111.62,24.24,96,98,1.26
SANTIAGO,Chile,Southern,2020-08-21,-33.46,-70.65,21.0,15,0,1.5
GREENSBORO,United States,Northern,2020-08-21,36.07,-79.79,24.44,94,90,1.5
MEHAMN,Norway,Northern,2020-08-21,71.04,27.85,14.0,76,75,4.6
PORTLAND,United States,Northern,2020-08-21,45.52,-122.68,21.67,83,75,5.1
GREEN RIVER,United States,Northern,2020-08-21,41.53,-109.47,19.0,42,1,2.1
CHITRAKONDA,India,Northern,2020-08-21,18.12,82.08,22.87,91,98,1.27
SALALAH,Oman,Northern,2020-08-21,17.02,54.09,26.0,94,90,3.6
HOVD,Mongolia,Northern,2020-08-21,48.01,91.64,17.66,38,0,1.9
MYKHAYLIVKA,Ukraine,Northern,2020-08-21,47.27,35.22,26.67,47,88,3.0
FERME-NEUVE,Canada,Northern,2020-08-21,46.7,-75.45,19.74,68,97,1.58
TAYBAD,"Iran, Islamic Republic of",Northern,2020-08-21,34.74,60.78,25.8,20,0,5.77
PORT BLAIR,India,Northern,2020-08-21,11.67,92.75,27.92,78,100,2.78
LETTERKENNY,Ireland,Northern,2020-08-21,54.95,-7.73,18.0,77,75,6.7
CHUDNIV,Ukraine,Northern,2020-08-21,50.05,28.12,20.36,82,55,2.58
NAZE,Japan,Northern,2020-08-21,28.37,129.48,25.0,94,26,1.5
CAYENNE,French Guiana,Northern,2020-08-21,4.93,-52.33,32.0,59,20,7.2
PANGODY,Russian Federation,Northern,2020-08-21,65.85,74.49,11.89,90,90,3.47
NUEVO LAREDO,Mexico,Northern,2020-08-21,27.48,-99.52,32.0,55,5,3.6
BOWEN,Australia,Southern,2020-08-21,-20.02,148.23,13.89,87,2,1.0
SHENJIAMEN,China,Northern,2020-08-21,29.96,122.3,26.8,86,17,3.23
BAY ROBERTS,Canada,Northern,2020-08-21,47.6,-53.26,22.22,58,0,7.52
ATAMBUA,Indonesia,Southern,2020-08-21,-9.11,124.89,20.3,78,0,1.91
BANDA ACEH,Indonesia,Northern,2020-08-21,5.56,95.32,26.79,77,100,1.43
KAVIENG,Papua New Guinea,Southern,2020-08-21,-2.57,150.8,27.79,80,6,5.16
YINING,China,Northern,2020-08-21,29.04,114.56,24.74,89,99,0.52
EUREKA,United States,Northern,2020-08-21,40.8,-124.16,23.89,25,49,0.89
ESPERANCE,Australia,Southern,2020-08-21,-33.87,121.9,9.0,87,99,2.1
KYSHTOVKA,Russian Federation,Northern,2020-08-21,56.55,76.63,10.59,95,89,2.76
RYOTSU,Japan,Northern,2020-08-21,38.08,138.43,23.0,94,90,0.5
PENZANCE,United Kingdom,Northern,2020-08-21,50.12,-5.54,18.89,88,40,9.8
TURAYF,Saudi Arabia,Northern,2020-08-21,31.67,38.66,34.0,16,0,5.1
EMILIO CARRANZA,Mexico,Northern,2020-08-21,19.97,-96.61,29.95,63,97,1.88
KIMBE,Papua New Guinea,Southern,2020-08-21,-5.55,150.14,23.6,87,3,1.91
GRAND GAUBE,Mauritius,Southern,2020-08-21,-20.01,57.66,22.78,60,2,2.68
GALESBURG,United States,Northern,2020-08-21,40.95,-90.37,26.67,53,40,2.6
BARCELOS,Portugal,Northern,2020-08-21,41.54,-8.62,23.0,73,20,3.1
SCHROEDER,Brazil,Southern,2020-08-21,-26.41,-49.07,10.0,96,100,0.61
UST-NERA,Russian Federation,Northern,2020-08-21,64.57,143.2,0.8,87,0,2.2
PASTAVY,Belarus,Northern,2020-08-21,55.12,26.83,16.65,86,65,2.91
NAGO,Japan,Northern,2020-08-21,26.59,127.98,28.0,94,1,2.03
YINCHUAN,China,Northern,2020-08-21,38.47,106.27,22.87,63,73,4.88
ROCK SOUND,Bahamas,Northern,2020-08-21,24.9,-76.2,28.54,77,100,5.86
PUNUARE,Honduras,Northern,2020-08-21,14.73,-85.97,29.87,64,53,1.19
ARMAN,Russian Federation,Northern,2020-08-21,59.7,150.17,6.95,63,98,4.89
KATAYSK,Russian Federation,Northern,2020-08-21,56.29,62.58,12.28,93,65,2.48
WARMBAD,Namibia,Southern,2020-08-21,-28.45,18.73,16.52,25,0,3.4
BUBAQUE,Guinea-Bissau,Northern,2020-08-21,11.28,-15.83,26.4,84,99,7.79
XINING,China,Northern,2020-08-21,36.62,101.77,16.77,73,59,0.69
KASSALA,Sudan,Northern,2020-08-21,15.45,36.4,33.98,42,64,3.38
NEUQUEN,Argentina,Southern,2020-08-21,-38.95,-68.06,16.0,41,0,1.5
TALNAKH,Russian Federation,Northern,2020-08-21,69.49,88.4,14.0,87,92,3.0
NORSUP,Vanuatu,Southern,2020-08-21,-16.07,167.38,25.86,87,70,5.18
MURGAB,Turkmenistan,Northern,2020-08-21,37.5,61.97,29.0,28,0,3.1
ROEBOURNE,Australia,Southern,2020-08-21,-20.78,117.13,22.48,31,0,3.62
SANTA LUCIA,Spain,Northern,2020-08-21,27.91,-15.54,26.67,74,37,9.8
CAGLILIOG,Philippines,Northern,2020-08-21,13.9,123.29,26.35,84,71,1.96
GRIFFITH,United States,Northern,2020-08-21,41.53,-87.42,27.78,50,1,1.5
COIHAIQUE,Chile,Southern,2020-08-21,-45.58,-72.07,12.0,40,40,4.1
PAMANUKAN,Indonesia,Southern,2020-08-21,-6.28,107.81,24.61,76,46,2.35
SISIMIUT,Greenland,Northern,2020-08-21,66.94,-53.67,11.21,70,69,1.72
DANVILLE,United States,Northern,2020-08-21,36.59,-79.39,23.0,94,90,1.27
MOUNT GAMBIER,Australia,Southern,2020-08-21,-37.83,140.77,7.0,81,90,10.3
RUSTON,United States,Northern,2020-08-21,32.52,-92.64,29.0,51,1,1.48
CERVO,Spain,Northern,2020-08-21,43.67,-7.41,25.56,53,43,8.07
CHONGWE,Zambia,Southern,2020-08-21,-15.33,28.68,20.34,51,13,3.45
POCOES,Brazil,Southern,2020-08-21,-14.53,-40.37,24.4,57,90,2.32
SIOUX LOOKOUT,Canada,Northern,2020-08-21,50.1,-91.92,23.0,73,75,2.6
PUERTO LEGUIZAMO,Colombia,Southern,2020-08-21,-0.19,-74.78,28.83,80,12,1.63
GAZI,Greece,Northern,2020-08-21,35.33,25.07,27.0,57,20,8.2
SOLNECHNYY,Russian Federation,Northern,2020-08-21,50.72,136.63,14.77,64,31,2.44
GIYANI,South Africa,Southern,2020-08-21,-23.3,30.72,19.02,64,100,4.29
AZUAGA,Spain,Northern,2020-08-21,38.27,-5.68,33.33,30,0,6.26
PIERRE,United States,Northern,2020-08-21,44.37,-100.35,26.0,69,1,7.2
SAINT ANTHONY,United States,Northern,2020-08-21,45.02,-93.22,28.33,57,1,5.7
CUMPAS,Mexico,Northern,2020-08-21,29.98,-109.78,28.26,58,9,1.23
SAN PATRICIO,Mexico,Northern,2020-08-21,19.22,-104.7,31.0,66,75,1.95
LINDEN,Guyana,Northern,2020-08-21,6.0,-58.3,32.0,70,75,3.1
ATI,Chad,Northern,2020-08-21,13.22,18.34,31.81,53,35,1.99
KILINDONI,"Tanzania, United Republic of",Southern,2020-08-21,-7.91,39.67,24.84,75,78,5.6
NYANDOMA,Russian Federation,Northern,2020-08-21,61.67,40.2,14.27,80,1,0.3
TILICHIKI,Russian Federation,Northern,2020-08-21,60.47,166.1,7.37,99,99,3.02
TAZOVSKIY,Russian Federation,Northern,2020-08-21,67.47,78.7,11.26,93,90,3.92
GOLDEN,United States,Northern,2020-08-21,39.76,-105.22,30.56,26,75,2.1
SEVERODVINSK,Russian Federation,Northern,2020-08-21,64.56,39.83,18.0,82,6,0.94
YATOU,China,Northern,2020-08-21,37.15,122.38,20.51,95,96,0.96
ISANGEL,Vanuatu,Southern,2020-08-21,-19.55,169.27,22.28,82,23,2.04
FORT MORGAN,United States,Northern,2020-08-21,40.25,-103.8,27.0,39,1,3.6
KLUCZBORK,Poland,Northern,2020-08-21,50.97,18.22,27.22,41,0,3.43
KAPIRI MPOSHI,Zambia,Southern,2020-08-21,-13.97,28.68,21.14,40,6,3.54
BERINGOVSKIY,Russian Federation,Northern,2020-08-21,63.05,179.32,10.8,92,100,7.26
WANNING,China,Northern,2020-08-21,18.8,110.4,26.67,81,97,0.43
HOFN,Iceland,Northern,2020-08-21,64.25,-15.21,16.0,38,100,9.3
ORANJESTAD,Aruba,Northern,2020-08-21,12.52,-70.03,33.0,55,40,5.7
LETHEM,Guyana,Northern,2020-08-21,3.38,-59.8,33.5,46,22,1.86
IZUMO,Japan,Northern,2020-08-21,35.37,132.77,26.0,88,40,2.6
SUR,Oman,Northern,2020-08-21,22.57,59.53,29.67,65,100,6.03
SABHA,Libya,Northern,2020-08-21,27.04,14.43,34.73,16,0,6.53
GALLE,Sri Lanka,Northern,2020-08-21,6.04,80.22,26.74,85,90,4.24
VOSTOK,Russian Federation,Northern,2020-08-21,46.49,135.88,8.43,99,1,2.07
ABONNEMA,Nigeria,Northern,2020-08-21,4.71,6.79,24.0,94,75,2.6
GOUNDI,Chad,Northern,2020-08-21,9.36,17.37,25.33,89,44,0.91
ILULISSAT,Greenland,Northern,2020-08-21,69.22,-51.1,9.0,49,20,2.1
NYURBA,Russian Federation,Northern,2020-08-21,63.28,118.33,6.57,78,20,1.58
URUMQI,China,Northern,2020-08-21,43.8,87.6,29.0,18,75,7.0
VERKHOYANSK,Russian Federation,Northern,2020-08-21,67.54,133.38,4.25,80,57,2.3
KATIOLA,Côte d'Ivoire,Northern,2020-08-21,8.13,-5.1,27.92,72,87,1.58
SAMBAVA,Madagascar,Southern,2020-08-21,-14.27,50.17,22.02,78,0,6.09
KAPIT,Malaysia,Northern,2020-08-21,2.02,112.93,23.66,89,86,0.44
PORT MORESBY,Papua New Guinea,Southern,2020-08-21,-9.44,147.18,25.0,88,75,2.6
ZABAYKALSK,Russian Federation,Northern,2020-08-21,49.63,117.32,16.57,65,86,2.75
ALEKSANDRO-NEVSKIY,Russian Federation,Northern,2020-08-21,53.48,40.21,14.95,59,0,2.18
HAINES JUNCTION,Canada,Northern,2020-08-21,60.75,-137.51,10.46,86,100,1.24
SEOUL,"Korea, Republic of",Northern,2020-08-21,37.57,126.98,26.0,78,90,1.96
EGVEKINOT,Russian Federation,Northern,2020-08-21,66.32,-179.17,7.49,93,100,2.37
KLETSKAYA,Russian Federation,Northern,2020-08-21,49.31,43.06,21.11,37,21,1.34
MALARTIC,Canada,Northern,2020-08-21,48.13,-78.13,18.33,72,75,3.1
PURO,Philippines,Northern,2020-08-21,12.48,123.38,26.6,77,17,1.21
KYREN,Russian Federation,Northern,2020-08-21,51.68,102.14,14.06,79,44,1.7
ORLIK,Russian Federation,Northern,2020-08-21,52.52,99.83,11.52,79,97,1.22
BEHBAHAN,"Iran, Islamic Republic of",Northern,2020-08-21,30.6,50.24,39.0,10,0,5.1
SYRACUSE,Italy,Northern,2020-08-21,37.09,15.28,31.0,58,0,4.1
MOREE,Australia,Southern,2020-08-21,-29.47,149.85,10.0,57,40,4.1
AMBILOBE,Madagascar,Southern,2020-08-21,-13.2,49.05,21.99,77,56,1.35
NEWPORT,United Kingdom,Northern,2020-08-21,51.59,-3.0,18.89,75,95,1.79
USVYATY,Russian Federation,Northern,2020-08-21,55.75,30.75,14.16,91,49,1.84
TURA,India,Northern,2020-08-21,25.52,90.22,23.64,92,29,2.46
SHUYSKOYE,Russian Federation,Northern,2020-08-21,59.37,41.03,14.63,91,0,1.64
POUM,New Caledonia,Southern,2020-08-21,-20.23,164.02,21.67,74,0,3.19
EL TOCUYO,"Venezuela, Bolivarian Republic of",Northern,2020-08-21,9.79,-69.79,28.0,65,39,3.1
NAMIBE,Angola,Southern,2020-08-21,-15.2,12.15,19.96,64,75,5.1
MEADOW LAKE,United States,Northern,2020-08-21,34.8,-106.54,30.56,34,20,2.1
BERLEVAG,Norway,Northern,2020-08-21,70.86,29.09,12.0,81,75,2.6
BEJAR,Spain,Northern,2020-08-21,40.39,-5.76,27.22,50,39,5.0
POZO COLORADO,Paraguay,Southern,2020-08-21,-23.49,-58.8,15.48,33,0,3.34
SKIBBEREEN,Ireland,Northern,2020-08-21,51.55,-9.27,15.0,93,75,6.7
XUANHUA,China,Northern,2020-08-21,40.61,115.04,17.6,76,2,1.99
HUNTSVILLE,United States,Northern,2020-08-21,34.73,-86.59,23.0,94,90,1.21
HOKITIKA,New Zealand,Southern,2020-08-21,-42.72,170.97,9.96,89,62,0.95
YEPPOON,Australia,Southern,2020-08-21,-23.13,150.73,11.0,81,11,3.54
TEYA,Russian Federation,Northern,2020-08-21,60.38,92.63,13.3,91,100,1.26
ONEGA,Russian Federation,Northern,2020-08-21,63.91,38.14,16.27,82,9,0.22
ELDORADO,Brazil,Southern,2020-08-21,-23.79,-54.28,12.13,54,15,5.33
KOMMUNISTICHESKIY,Russian Federation,Northern,2020-08-21,61.68,64.48,13.04,92,100,3.78
ALONG,India,Northern,2020-08-21,28.17,94.77,23.14,89,53,0.2
HA GIANG,Viet Nam,Northern,2020-08-21,22.83,104.98,24.63,83,83,0.35
KALININSK,Russian Federation,Northern,2020-08-21,51.5,44.48,14.34,56,0,3.0
JUNEAU,United States,Northern,2020-08-21,58.3,-134.42,13.33,93,75,1.6
ARICA,Chile,Southern,2020-08-21,-18.48,-70.3,17.0,67,90,4.6
JIMETA,Nigeria,Northern,2020-08-21,9.28,12.47,27.64,75,85,1.33
KAHULUI,United States,Northern,2020-08-21,20.89,-156.47,26.0,69,40,4.1
CAMACHA,Portugal,Northern,2020-08-21,33.08,-16.33,25.0,73,75,7.2
MANDALGOVI,Mongolia,Northern,2020-08-21,45.76,106.27,17.56,60,100,6.61
SREDNEKOLYMSK,Russian Federation,Northern,2020-08-21,67.45,153.68,3.9,73,100,4.76
BARIPADA,India,Northern,2020-08-21,21.93,86.72,27.45,83,100,4.57
BELYY YAR,Russian Federation,Northern,2020-08-21,53.6,91.39,18.0,77,66,3.44
BAGLAN,Afghanistan,Northern,2020-08-21,36.13,68.71,22.23,22,0,0.62
NOUADHIBOU,Mauritania,Northern,2020-08-21,20.93,-17.03,25.16,79,70,6.58
CABOOLTURE,Australia,Southern,2020-08-21,-27.08,152.95,16.11,44,89,2.32
HIBBING,United States,Northern,2020-08-21,47.43,-92.94,20.0,93,90,3.1
PETROPAVLOVSK-KAMCHATSKIY,Russian Federation,Northern,2020-08-21,53.05,158.65,11.0,81,95,2.0
BECKLEY,United States,Northern,2020-08-21,37.78,-81.19,22.22,83,90,2.6
IGARKA,Russian Federation,Northern,2020-08-21,67.47,86.58,10.2,81,6,3.58
SANTA ANA,United States,Northern,2020-08-21,33.75,-117.87,28.33,69,20,3.79
BATHSHEBA,Barbados,Northern,2020-08-21,13.22,-59.52,31.0,70,40,7.7
COARI,Brazil,Southern,2020-08-21,-4.08,-63.14,36.48,27,13,2.42
MIRNYY,Russian Federation,Northern,2020-08-21,62.54,113.96,7.0,81,68,1.0
SANGAR,Russian Federation,Northern,2020-08-21,63.92,127.47,4.56,83,0,1.56
BETLITSA,Russian Federation,Northern,2020-08-21,54.01,33.96,12.97,90,100,1.21
ATAR,Mauritania,Northern,2020-08-21,20.52,-13.05,39.22,24,65,1.11
FUKUE,Japan,Northern,2020-08-21,32.69,128.84,28.07,84,3,6.53
KONSTANTINOVSK,Russian Federation,Northern,2020-08-21,47.58,41.09,24.7,36,99,3.46
GUIYANG,China,Northern,2020-08-21,26.58,106.72,22.0,83,75,3.0
BENI,"Congo, The Democratic Republic of the",Northern,2020-08-21,0.5,29.47,19.79,94,42,0.32
BROOME,United States,Northern,2020-08-21,42.25,-75.83,27.78,53,1,3.6
URIBIA,Colombia,Northern,2020-08-21,11.71,-72.27,33.48,50,87,4.66
DUNEDIN,New Zealand,Southern,2020-08-21,-45.87,170.5,7.78,94,38,0.45
VARDO,Norway,Northern,2020-08-21,70.37,31.11,11.0,93,75,6.7
JOUE-LES-TOURS,France,Northern,2020-08-21,47.35,0.67,26.11,47,73,7.7
SALINAS,United States,Northern,2020-08-21,36.68,-121.66,19.0,87,90,1.45
TIBAGI,Brazil,Southern,2020-08-21,-24.51,-50.41,9.9,77,97,2.29
PIPIRIG,Romania,Northern,2020-08-21,47.25,26.07,25.0,66,10,1.06
SAKAKAH,Saudi Arabia,Northern,2020-08-21,29.97,40.21,37.0,11,0,9.3
